name,email,phone,age,sex,address,city
박현주,co@songgimi.net,042-062-2449,79,F,서울특별시 동대문구 강남대길 (영수송리),포천시
홍순자,myeongja96@yuhanhoesa.kr,019-148-2092,27,M,경기도 안양시 석촌호수길 (순자이이리),삼척시
홍춘자,seonghyeonnam@hanmail.net,018-561-3288,75,F,세종특별자치시 동작구 서초중앙297가,용인시 수지구
윤우진,yeongmi72@ju.kr,031-525-4576,37,M,경상북도 평택시 삼성45길,영월군
이하윤,minjaei@daum.net,054-121-2589,35,M,인천광역시 북구 봉은사길 (예원장허면),인제군
이아름,ynam@gimjo.org,063-521-0180,51,M,경상남도 여주시 선릉32거리,부천시 원미구
손종수,janghaeun@ju.net,052-229-1050,37,M,경상북도 천안시 서북구 잠실90거리 (정호강진동),청양군
양은영,angyeonghyi@gmail.com,070-1295-0281,69,M,부산광역시 강동구 강남대2가 (현정김김읍),양양군
박현정,yeongsu06@naver.com,033-552-6020,16,M,세종특별자치시 강서구 오금로 (미경강이리),의왕시
우도윤,cunjaha@daum.net,042-308-0859,68,M,강원도 영월군 서초대3가,천안시 서북구
박민준,eunyeongcoe@ryui.com,033-198-5724,68,F,제주특별자치도 안산시 잠실길,보령시
한상현,hyeonjeongbae@yu.org,016-655-6927,57,F,서울특별시 구로구 봉은사4로,용인시
이서연,vbag@yu.kr,061-174-1098,45,F,경기도 여주시 반포대로,파주시
이지우,yeweonbaeg@yuhanhoesa.org,070-1259-7975,10,M,대구광역시 마포구 테헤란0거리 (현우박김면),금산군
백지원,lbag@yuhanhoesa.org,010-9418-0872,78,M,강원도 수원시 압구정48거리 (경자배우마을),양주시
김승민,siuseo@gmail.com,063-944-6829,50,F,전라남도 수원시 팔달구 서초중앙67길,고양시 덕양구
장영철,hyeonsug18@giman.kr,016-176-1589,11,F,울산광역시 중랑구 논현가,수원시
한현준,sanghogim@yu.com,054-076-6430,60,M,세종특별자치시 강남구 오금길,충주시
강지민,jiyeonghwang@bagjangyun.org,063-618-6623,10,M,인천광역시 영등포구 압구정거리 (현우박마을),홍성군
최영수,minjibaeg@gimhwang.com,033-145-4639,47,F,인천광역시 금천구 서초중앙171가,부천시 오정구
박준혁,gimyeongil@hwangjo.com,019-637-6737,63,F,세종특별자치시 중구 테헤란길 (영미이한리),서산시
남민석,sanghyeon17@jusighoesa.com,033-060-1922,18,M,제주특별자치도 천안시 동남구 논현거리 (재호이최마을),아산시
이명자,ijeongsu@jusighoesa.kr,010-6979-3800,73,F,전라남도 계룡시 석촌호수72거리 (현지이고면),파주시
양영식,seunghyeon68@dreamwiz.com,033-805-4776,9,M,인천광역시 북구 압구정가 (하윤오박읍),수원시
황보람,anyeongsu@imbaghan.com,044-079-9486,33,F,대구광역시 용산구 반포대가 (은주김마을),하남시
오도현,sbae@ju.org,032-899-4754,40,M,서울특별시 양천구 석촌호수길,원주시
박동현,jomigyeong@nate.com,019-530-9278,40,M,강원도 청주시 흥덕구 가락0로 (재호김박동),제천시
박영숙,oyeji@live.com,044-955-9634,69,F,대구광역시 송파구 역삼640로,예산군
서영환,geonucoe@nate.com,016-222-6407,73,M,부산광역시 금천구 가락길,안산시 상록구
김예지,xhan@dreamwiz.com,018-923-4245,66,M,제주특별자치도 성남시 테헤란가,괴산군
장병철,jangseoyeon@live.com,062-142-3900,36,M,인천광역시 서대문구 압구정가,수원시
문정수,sinhayun@nate.com,033-442-2006,54,F,인천광역시 금천구 논현453거리 (진호류마을),용인시 처인구
김지혜,eungyeong24@hotmail.com,063-922-2640,31,F,인천광역시 동대문구 역삼5길 (준영김마을),의왕시
송지연,seoboram@ju.org,018-952-2854,37,F,충청남도 평택시 봉은사8거리,인제군
김상철,gimgyeongsu@naver.com,017-044-9708,79,M,충청남도 군포시 가락747가,예산군
김지혜,eunjeong93@jusighoesa.kr,062-019-3122,56,F,제주특별자치도 보령시 서초대가 (현지안윤읍),속초시
김혜진,gimjeongnam@bagyun.kr,042-337-3895,80,F,울산광역시 관악구 서초중앙86거리 (서영김김리),파주시
박경수,seoyun97@yuhanhoesa.kr,033-739-9512,54,F,광주광역시 서초구 봉은사57거리,구리시
배정숙,jieunjeong@hanmail.net,054-194-5368,53,F,경기도 태안군 잠실8거리,청주시 상당구
김수진,doyun35@daum.net,070-1194-7976,25,M,서울특별시 양천구 가락길,오산시
양경희,qbag@hanmail.net,042-109-5915,79,M,충청남도 청주시 상당구 언주로,영동군
김정남,jihun72@jusighoesa.net,061-436-2410,18,F,대전광역시 강서구 서초중앙29거리 (순자한오면),청주시 흥덕구
배경자,gimjihu@yu.com,070-3538-9737,28,M,충청북도 수원시 서초중앙길 (예준허이동),용인시 처인구
최정훈,mi@igim.com,042-065-6575,63,F,전라남도 용인시 처인구 논현가 (정숙한리),화성시
진정희,doyun27@hanmail.net,042-917-6165,11,F,인천광역시 광진구 도산대8로 (현준이면),양주시
이지영,heojia@naver.com,019-927-2816,39,F,울산광역시 북구 양재천505거리 (순옥이리),청양군
권정남,ogjabag@ryugang.com,044-342-4841,69,M,서울특별시 동대문구 영동대로 (경수전최리),양구군
남순옥,doyunjeong@live.com,051-298-2014,58,F,광주광역시 동대문구 언주56가,부천시 소사구
고서윤,jiyeong49@nate.com,010-2912-0787,10,F,대전광역시 마포구 선릉길 (영숙이동),음성군
김현주,bagseoyeon@nate.com,061-745-7906,18,F,전라북도 충주시 석촌호수가 (건우이한동),제천시
김유진,gangminsu@ju.com,063-666-6998,67,M,광주광역시 용산구 개포길,용인시 기흥구
김성진,tjeon@naver.com,053-455-0810,19,M,광주광역시 서대문구 석촌호수길,평택시
황상훈,seonghyeongim@ju.net,017-406-2391,5,M,대전광역시 관악구 잠실거리,안양시 동안구
김지민,zcoe@yunbag.com,018-735-3197,65,M,광주광역시 중랑구 선릉거리,군포시
최지우,zheo@gmail.com,017-587-6414,42,F,강원도 평택시 선릉가 (영길한한면),부천시 오정구
김상호,bbag@seojinbag.net,011-019-5718,38,F,경기도 구리시 가락길,서천군
장영환,gimjeongho@live.com,054-192-6673,28,M,강원도 인제군 영동대거리,양주시
이정호,sangceolgim@coebag.kr,018-549-6342,36,F,울산광역시 동작구 석촌호수6길 (현우이동),안산시 상록구
이준혁,jiyeongim@yuhanhoesa.com,016-428-5887,32,F,서울특별시 종로구 삼성가,과천시
진시우,jeonghyibag@ii.net,02-3059-5157,51,M,대전광역시 강북구 백제고분가 (성진박리),아산시
이미정,yeonggilyun@live.com,053-281-8718,70,F,충청북도 용인시 수지구 학동로,태백시
김은주,yeongceolryu@gimgimgwag.kr,041-712-6786,69,M,광주광역시 마포구 선릉길 (민석한읍),용인시 기흥구
이지혜,eunjinam@nate.com,061-039-2858,64,F,세종특별자치시 용산구 서초중앙35길,단양군
김영식,eunjeongyang@nate.com,010-9471-7971,5,F,광주광역시 동작구 테헤란거리,보은군
김민수,jeongsungim@gimi.kr,043-853-5074,13,F,충청남도 연천군 도산대8거리 (영희배권리),서산시
이정숙,sbag@nate.com,010-7536-0110,27,F,충청남도 증평군 테헤란78로,가평군
이재호,minseobag@nate.com,011-932-8023,16,M,서울특별시 강동구 압구정281거리 (현준김마을),태백시
권민재,migyeongji@gimgim.org,051-813-9357,34,F,전라북도 계룡시 논현가,용인시 처인구
김우진,qgim@daum.net,010-6971-0691,49,F,경상북도 고양시 덕양구 서초대가,청주시 흥덕구
조성수,siu54@icoei.net,052-787-9008,76,M,경상남도 이천시 반포대로,청주시 서원구
강중수,myeongsugheo@naver.com,042-471-3032,76,M,제주특별자치도 양평군 언주로,안성시
김성수,bagsugja@naver.com,055-907-2242,41,F,인천광역시 종로구 논현644로 (미정이면),오산시
허지우,ggim@daum.net,055-613-0510,50,M,전라남도 홍성군 개포가,안양시 만안구
정도윤,ubag@naver.com,010-7905-9089,20,F,대구광역시 동작구 오금3길 (준혁강마을),안양시 동안구
차은서,yeonghwan85@yuhanhoesa.com,042-509-0854,38,M,인천광역시 도봉구 양재천가 (광수이최읍),계룡시
한민수,hgim@live.com,011-053-6062,18,F,세종특별자치시 남구 선릉3가 (경자최마을),삼척시
이재현,byu@seoyuni.kr,017-098-7367,15,F,울산광역시 양천구 언주거리 (하은홍마을),옥천군
한지현,hyeonjun32@nate.com,070-4758-8250,58,M,충청남도 태백시 양재천거리,김포시
최서연,gimjunho@gmail.com,064-775-4071,43,M,충청북도 예산군 논현084거리,춘천시
오준영,yeonggilbag@ju.net,044-226-0084,31,M,강원도 포천시 양재천길,삼척시
김현정,seonghun95@live.com,061-745-0729,5,F,대전광역시 성북구 잠실길,춘천시
이예진,isangceol@naver.com,043-903-4758,22,F,경상남도 단양군 백제고분로 (수진강김리),춘천시
김수진,egweon@live.com,017-073-9883,25,M,경상북도 안산시 역삼52길,아산시
김승현,yjang@dreamwiz.com,043-957-2189,13,M,강원도 양양군 서초대85로 (경숙이김면),춘천시
김미영,jieun68@hotmail.com,032-196-0385,53,M,전라북도 의정부시 오금1가,수원시 팔달구
박미영,ojang@naver.com,033-817-0085,63,M,울산광역시 강남구 가락길 (숙자김이면),음성군
이상철,eunjeong29@hotmail.com,070-1264-8518,40,F,광주광역시 용산구 서초중앙길 (정순윤최마을),시흥시
권채원,juweon11@hotmail.com,018-071-1412,15,F,인천광역시 동구 압구정가,구리시
김정남,rbag@naver.com,019-692-6571,29,F,대전광역시 금천구 가락862로 (경희이강동),인제군
김서현,wi@nate.com,016-431-5160,63,F,전라북도 속초시 압구정로,오산시
우승현,jeongsig08@hotmail.com,052-250-4495,65,M,대전광역시 중구 봉은사7길,수원시 권선구
박정순,tu@gimijang.kr,054-656-9577,51,F,전라북도 보령시 도산대길 (승현박마을),양주시
황지은,tmun@naver.com,017-656-8843,30,M,강원도 영동군 영동대로,연천군
나민석,jeonghuni@hotmail.com,044-584-8749,17,F,경기도 제천시 논현7길,옥천군
조상현,jeongungbag@live.com,02-1364-2633,80,M,강원도 가평군 개포로 (옥자김면),용인시 기흥구
이지민,sinbyeongceol@gweonryu.net,051-292-1448,57,F,서울특별시 은평구 삼성90가,평창군
손준호,iyeweon@jogim.org,041-228-3662,24,F,경기도 아산시 백제고분749거리,원주시
박준혁,bagogja@live.com,016-538-0387,45,F,제주특별자치도 안성시 학동로,보은군
남상철,gimyeongsun@hanmail.net,019-499-1638,65,F,대전광역시 양천구 반포대312가,고양시 일산동구
김춘자,sangceol79@hotmail.com,070-4640-6525,24,M,대전광역시 강북구 서초대17길,용인시 처인구
최도현,ojeongho@gimheo.com,010-3885-3046,17,F,대구광역시 송파구 서초대16길,의왕시
최서준,ehong@nate.com,031-864-3452,14,F,경상북도 충주시 강남대1로,성남시
이서윤,seonghun76@jusighoesa.kr,017-178-7052,62,M,경기도 진천군 학동26로,청주시 서원구
김승현,jinho22@gmail.com,031-121-8889,11,M,충청남도 홍천군 반포대길,부천시 소사구
이정희,dohyeon36@hanmail.net,011-528-9395,35,M,충청남도 제천시 강남대로 (영식심읍),공주시
이정희,josanghyeon@naver.com,018-766-8545,30,F,경기도 충주시 백제고분419가,양평군
최윤서,yeonggil35@yu.com,033-063-7053,57,M,인천광역시 동작구 학동길 (민서손읍),의정부시
홍예원,sunoggim@gmail.com,044-876-9431,70,M,강원도 청주시 서원구 양재천28길 (영희김리),시흥시
서재현,sujingim@live.com,055-401-4192,38,F,광주광역시 송파구 선릉가 (영식이마을),안산시 상록구
김지훈,eunyeong45@dreamwiz.com,043-397-5709,21,F,전라북도 하남시 양재천거리,부여군
한수빈,yejin81@hongigim.com,054-439-7407,27,M,경상북도 안산시 단원구 오금길,태안군
김준호,gimjeongsu@live.com,018-768-3465,33,M,세종특별자치시 성동구 언주67길,용인시 처인구
엄서연,yeonggil10@naver.com,063-954-3219,31,M,강원도 용인시 처인구 영동대로 (수빈윤박마을),가평군
이하은,juweon23@jusighoesa.com,033-149-9287,30,F,전라남도 광명시 서초중앙로,평택시
이정희,ogim@daum.net,016-560-2980,22,F,전라남도 성남시 수정구 반포대길 (은영안양리),공주시
서민준,ijeongja@dreamwiz.com,061-777-7384,80,F,대전광역시 북구 강남대704길,부천시
이하은,pcoe@hotmail.com,010-8976-4121,42,M,인천광역시 마포구 가락4거리 (영식김권동),원주시
김재현,minseog09@daum.net,042-263-4987,37,M,전라북도 안산시 단원구 학동가 (민서이동),성남시 수정구
최은영,iyeongmi@ju.com,044-701-2065,35,F,광주광역시 종로구 테헤란거리,정선군
남정자,iyeji@ihan.com,043-212-7933,50,F,울산광역시 강남구 삼성93가,의정부시
이상훈,jihyeon48@ju.com,033-979-5610,52,F,충청남도 단양군 강남대길,삼척시
김예은,gbag@dreamwiz.com,052-653-6767,42,F,충청북도 성남시 양재천6거리 (동현이면),영동군
김지영,gyeongjagim@gmail.com,031-180-5393,47,F,서울특별시 서초구 잠실115로 (지영김김리),당진시
안진호,sinseunghyeon@daum.net,017-791-4733,26,M,경상북도 음성군 오금거리 (미영박동),고양시
김성훈,jihungim@coegimbag.org,070-3326-1672,22,M,광주광역시 구로구 영동대960거리,용인시 처인구
이하윤,gimboram@yu.net,041-151-7209,8,M,강원도 시흥시 삼성길 (은경노동),하남시
윤준호,seonghyeon64@gimbag.net,042-384-4001,5,F,경상북도 동두천시 언주29가,안산시 상록구
양민재,gangjeongnam@gwagigim.net,044-023-5626,58,M,전라남도 청주시 흥덕구 서초중앙2길,가평군
김상호,yunjuweon@nate.com,053-341-0360,46,F,대전광역시 중구 압구정길,태안군
이성민,jiu72@gimbagseo.com,064-788-9598,57,F,서울특별시 강서구 도산대873길,고양시 일산서구
곽영희,gimhaeun@gimgim.com,017-110-2097,50,F,경상북도 고양시 역삼9가 (시우강읍),예산군
이순옥,jgim@gmail.com,063-950-3559,9,M,경상북도 진천군 서초중앙41거리,안양시
양경숙,gi@ian.org,011-232-4416,25,F,제주특별자치도 광명시 역삼48길 (민수박동),부천시 소사구
김순옥,jinubag@hotmail.com,017-450-4528,18,F,경기도 횡성군 백제고분07길,파주시
김영환,jihugweon@coeyungim.com,061-946-8965,53,F,울산광역시 성동구 개포길,춘천시
김예진,qbag@hotmail.com,062-559-9398,16,F,경상북도 진천군 강남대가 (준호김읍),평창군
김성민,gimhyeonju@daum.net,043-396-5279,16,M,인천광역시 강동구 석촌호수3길,서산시
장동현,bgim@hotmail.com,053-563-4368,47,M,충청남도 홍천군 석촌호수56가,군포시
이건우,sunja52@ocoe.com,070-5856-8610,76,F,대전광역시 관악구 잠실로,수원시 팔달구
나미영,areum34@hotmail.com,055-510-2847,64,F,울산광역시 노원구 선릉282길,고양시 일산동구
김정순,jiuca@yu.com,032-512-1146,40,F,부산광역시 동대문구 테헤란9가,구리시
이민석,areumhwang@dreamwiz.com,02-3622-2461,77,F,전라북도 용인시 기흥구 오금8길 (경희윤읍),부천시 소사구
이경자,eunju47@gmail.com,019-056-7520,76,F,경기도 오산시 강남대거리 (은정김마을),구리시
김경희,bagminjun@jangcoegim.kr,055-657-7492,36,F,울산광역시 동구 잠실6로,평택시
임민수,zhan@ibaeg.com,044-509-9426,30,F,제주특별자치도 천안시 서북구 석촌호수219로 (은주김면),의정부시
이건우,li@gmail.com,061-704-5540,55,F,세종특별자치시 강서구 도산대3가,안양시
김혜진,yeongsug67@yu.net,044-306-9115,73,F,울산광역시 동구 개포5길 (수진김우읍),안양시 동안구
박민준,usong@igim.com,054-150-6331,50,F,대구광역시 북구 학동로,청주시 청원구
김미숙,yeweon61@coebae.com,016-440-5099,14,F,제주특별자치도 여주시 반포대58가 (현정이김읍),삼척시
김예진,yujingim@dreamwiz.com,032-038-3881,27,M,충청남도 철원군 역삼로 (정웅배동),수원시 팔달구
이현준,minjun54@iseong.kr,033-079-3237,12,F,대전광역시 강동구 개포거리,성남시
허상훈,seomiyeong@nate.com,051-330-2124,44,F,경상남도 춘천시 영동대02로,춘천시
문현우,junhyeoggim@hotmail.com,010-7979-8924,50,F,충청남도 안산시 단원구 학동길,용인시 처인구
김민석,acoe@ju.com,018-311-1444,28,F,경상북도 동해시 강남대가,고양시 일산동구
최준서,isanghyeon@isong.com,061-037-4857,78,F,세종특별자치시 중랑구 영동대로,양구군
하영식,qyang@gimyangcoe.kr,055-716-6228,9,F,경상북도 안산시 단원구 테헤란로,서천군
최정순,bca@dreamwiz.com,053-996-5604,12,F,강원도 구리시 석촌호수1길,안산시 상록구
최건우,cunjaseo@yu.kr,033-351-5621,51,M,광주광역시 강남구 압구정633로 (재현최김리),과천시
이준서,seohyeon90@ju.kr,062-740-5440,57,M,충청남도 수원시 언주652가,성남시
임윤서,hongmyeongsug@gimi.net,019-323-2223,56,F,서울특별시 강남구 양재천길 (도윤김김동),보령시
최정식,useong@live.com,042-578-1107,63,F,대전광역시 강동구 서초중앙253길 (서윤장김리),안산시 상록구
김영길,geonu89@naver.com,052-103-0916,29,F,충청북도 성남시 봉은사거리,보령시
진진호,man@daum.net,052-635-1613,72,M,부산광역시 강남구 양재천거리,옥천군
권보람,songsubin@ianno.kr,010-3767-2067,11,M,강원도 금산군 백제고분로,양평군
고아름,jihu21@live.com,052-104-4320,13,M,충청북도 공주시 오금078길,수원시 권선구
장옥순,qgim@daum.net,017-165-1304,10,F,경상북도 안산시 단원구 논현길,옥천군
남정숙,jihun34@hanmail.net,018-729-3131,35,F,광주광역시 동대문구 잠실로,용인시 기흥구
이정웅,igim@live.com,043-321-6663,71,M,울산광역시 광진구 언주7로 (지아이마을),공주시
박숙자,jinu82@yuhanhoesa.com,064-707-4285,60,M,서울특별시 강남구 삼성475가,강릉시
박영철,jeongho05@daum.net,011-946-6280,57,F,전라남도 부천시 원미구 역삼452거리 (준혁김이동),강릉시
김지아,jeonjuweon@ju.net,052-166-0964,72,M,충청남도 당진시 잠실172길,안양시 만안구
민서현,gimjongsu@hanmail.net,051-287-3880,66,F,제주특별자치도 동해시 오금로 (지연김읍),고성군
류미숙,gimdoyun@daum.net,052-870-1389,66,M,울산광역시 종로구 강남대11로 (영식박류면),광명시
이서영,yeongili@yu.net,064-721-5182,26,F,경기도 수원시 권선구 개포가 (민준차정마을),과천시
심승현,seogyeonghyi@gimi.kr,052-646-1131,25,M,충청남도 가평군 서초대길,고성군
김현정,hgweon@live.com,02-3944-0350,58,M,서울특별시 구로구 석촌호수608가 (경숙한마을),예산군
이현주,andoyun@jusighoesa.org,041-616-2844,56,M,충청북도 부천시 소사구 언주573로,수원시 팔달구
김민재,jiweon08@gimihan.kr,010-9147-9418,59,F,경상북도 이천시 논현396로,용인시 처인구
김민석,geonuseong@bagnami.kr,041-145-6947,24,F,대구광역시 영등포구 개포거리 (지민박김면),양양군
김예진,vi@live.com,063-244-8615,76,M,충청남도 예산군 서초중앙13거리,홍성군
김지원,hyeonsugi@gimgim.net,011-534-4471,57,F,부산광역시 성북구 압구정9로,화성시
지영길,tbag@yuhanhoesa.net,053-888-2215,68,M,제주특별자치도 단양군 테헤란가 (은정송동),가평군
오준영,hyeonju70@ryugim.com,061-891-5827,56,F,인천광역시 도봉구 봉은사356가 (춘자이양리),과천시
서은경,gyeongsug80@jangi.kr,053-009-1070,41,F,전라북도 동두천시 삼성거리,평택시
주유진,gimdonghyeon@jangimun.org,055-023-0453,33,M,대구광역시 금천구 오금로,양양군
권정숙,bo@nate.com,019-794-9608,60,M,부산광역시 동대문구 백제고분로,청주시 상당구
최보람,yeweon21@yuhanhoesa.kr,063-713-8260,45,F,세종특별자치시 양천구 양재천길,김포시
김명숙,hyeonu24@naver.com,042-210-0490,47,M,경상북도 태백시 봉은사길 (도현김김동),강릉시
이미숙,seoyeonyang@hongii.kr,042-251-8584,80,M,충청남도 여주시 석촌호수로 (옥자김이면),용인시 수지구
황현숙,isujin@gimgim.net,016-168-1348,32,M,대구광역시 동대문구 가락399가 (정수이마을),평창군
배정웅,yujin13@ibag.kr,02-5343-2327,25,F,인천광역시 동구 오금거리,원주시
박우진,munmijeong@ju.kr,062-975-9454,60,F,인천광역시 노원구 테헤란0길 (우진한김리),부천시 오정구
양성호,siubag@daum.net,064-764-6106,75,M,경상남도 용인시 압구정로 (영호박이리),남양주시
김은영,geonu08@jangsonhan.com,010-6524-9921,34,M,서울특별시 북구 논현5거리,용인시
권준서,yeongsig42@dreamwiz.com,042-976-2087,34,F,부산광역시 성북구 역삼296가,가평군
엄영철,byeongceoli@yuhanhoesa.com,070-8386-7585,61,M,경상남도 태안군 서초대길 (지현노이리),평택시
윤은지,seunghyeonryu@yuhanhoesa.kr,061-062-6267,35,M,충청남도 고양시 덕양구 선릉38거리,안양시 동안구
문경숙,gimogsun@yuhanhoesa.org,044-652-0642,70,M,경상남도 부천시 오정구 백제고분67길 (도윤심동),고양시 일산서구
최예준,ebag@baggim.net,031-459-6367,67,M,대구광역시 은평구 서초중앙로 (지후서면),고양시 덕양구
지우진,coejeonghyi@daum.net,061-143-2601,15,M,대구광역시 북구 삼성098길,광주시
윤영식,dgim@dreamwiz.com,052-732-7831,11,F,대구광역시 금천구 선릉길,용인시
이성수,seongjin92@hongsin.com,02-5070-7141,78,F,대구광역시 서초구 개포19가 (영환이김읍),고양시 덕양구
손영호,gwangsu57@yu.kr,010-9055-8982,78,F,대전광역시 중랑구 잠실7로,옥천군
박미숙,sanghobag@yu.com,017-628-4851,47,F,서울특별시 동작구 언주거리 (하은박김리),구리시
김혜진,gweonyeongsug@ju.kr,018-920-7818,14,F,충청북도 태백시 논현로 (순옥최면),용인시 수지구
김준영,jiu05@anbaeg.net,063-613-7474,10,M,경상남도 음성군 영동대거리 (정호최마을),광명시
하우진,gimseohyeon@jusighoesa.org,031-968-5510,17,M,광주광역시 용산구 압구정72길 (우진지박마을),삼척시
한도현,jeonghoi@bagjeon.com,061-157-8942,26,F,경상북도 수원시 장안구 석촌호수28길,수원시
김현준,dcoe@angim.com,061-233-3466,36,F,서울특별시 노원구 잠실길,제천시
